Sprint,Module,Developer,QA,Priority,Status,Root_Cause_Analysis,Defect_Age_Days,Reopened,Fix_Time_Days
Sprint 38,Authentication,Frank,QA5,Medium,Closed,Requirement Gap,19,True,8
Sprint 38,Billing,Bob,QA1,Low,In Progress,Requirement Gap,21,True,4
Sprint 38,Billing,Bob,QA1,Critical,Resolved,Environment Issue,14,False,2
Sprint 38,Billing,Bob,QA1,Critical,Open,Code Issue,20,False,8
Sprint 38,Billing,Bob,QA1,Medium,Open,Test Coverage Miss,9,True,2
Sprint 38,Payments,Alice,QA5,Low,Closed,Test Coverage Miss,10,False,7
Sprint 38,Payments,Alice,QA5,Medium,Open,Requirement Gap,20,False,3
Sprint 38,Payments,Alice,QA5,Low,In Progress,Code Issue,14,False,7
Sprint 38,Notifications,Eve,QA2,High,Closed,Test Coverage Miss,22,True,9
Sprint 38,Notifications,Eve,QA2,Critical,Closed,Requirement Gap,6,True,3
Sprint 38,Notifications,Eve,QA2,Low,In Progress,Code Issue,23,False,9
Sprint 38,Reports,Charlie,QA3,Low,Resolved,Test Coverage Miss,16,True,1
Sprint 38,Reports,Charlie,QA3,Medium,In Progress,Environment Issue,13,False,6
Sprint 38,Reports,Charlie,QA3,Critical,Closed,Test Coverage Miss,9,True,9
Sprint 38,Reports,Charlie,QA3,High,In Progress,Code Issue,9,True,5
Sprint 38,Dashboard,Eve,QA1,Critical,Open,Code Issue,17,True,6
Sprint 38,Dashboard,Eve,QA1,Critical,Resolved,Code Issue,21,True,4
Sprint 38,Dashboard,Eve,QA1,High,Open,Environment Issue,15,False,10
Sprint 39,Authentication,Charlie,QA1,Low,Resolved,Test Coverage Miss,20,False,9
Sprint 39,Authentication,Charlie,QA1,Low,Open,Environment Issue,10,True,4
Sprint 39,Billing,Alice,QA1,Medium,Resolved,Requirement Gap,1,True,1
Sprint 39,Billing,Alice,QA1,Medium,Closed,Environment Issue,27,True,7
Sprint 39,Billing,Alice,QA1,Low,In Progress,Environment Issue,11,False,5
Sprint 39,Billing,Alice,QA1,Medium,Closed,Test Coverage Miss,28,True,10
Sprint 39,Billing,Alice,QA1,High,Open,Requirement Gap,20,True,2
Sprint 39,Billing,Alice,QA1,Medium,Resolved,Environment Issue,4,True,1
Sprint 39,Billing,Alice,QA1,Medium,Open,Code Issue,1,False,8
Sprint 39,Billing,Alice,QA1,High,In Progress,Requirement Gap,3,False,8
Sprint 39,Billing,Alice,QA1,Critical,Closed,Environment Issue,11,False,2
Sprint 39,Billing,Alice,QA1,Medium,Open,Requirement Gap,6,True,2
Sprint 39,Payments,Eve,QA5,Critical,Closed,Requirement Gap,25,False,9
Sprint 39,Payments,Eve,QA5,High,In Progress,Code Issue,12,True,7
Sprint 39,Payments,Eve,QA5,High,Closed,Requirement Gap,26,True,9
Sprint 39,Payments,Eve,QA5,Medium,Closed,Test Coverage Miss,26,False,4
Sprint 39,Notifications,Frank,QA4,Critical,In Progress,Requirement Gap,18,False,5
Sprint 39,Notifications,Frank,QA4,Medium,Resolved,Code Issue,29,False,4
Sprint 39,Notifications,Frank,QA4,Medium,In Progress,Requirement Gap,17,True,6
Sprint 39,Notifications,Frank,QA4,Low,Open,Code Issue,20,True,10
Sprint 39,Notifications,Frank,QA4,High,In Progress,Code Issue,11,False,3
Sprint 39,Notifications,Frank,QA4,High,In Progress,Code Issue,29,True,9
Sprint 39,Notifications,Frank,QA4,High,Closed,Test Coverage Miss,17,False,8
Sprint 39,Notifications,Frank,QA4,Critical,Closed,Test Coverage Miss,8,True,3
Sprint 39,Notifications,Frank,QA4,Critical,Resolved,Test Coverage Miss,16,True,6
Sprint 39,Notifications,Frank,QA4,Medium,In Progress,Test Coverage Miss,19,True,10
Sprint 39,Reports,Charlie,QA2,Medium,Resolved,Code Issue,6,True,1
Sprint 39,Reports,Charlie,QA2,High,In Progress,Test Coverage Miss,16,True,9
Sprint 39,Reports,Charlie,QA2,Medium,Closed,Test Coverage Miss,15,False,2
Sprint 39,Reports,Charlie,QA2,High,In Progress,Requirement Gap,23,True,2
Sprint 39,Reports,Charlie,QA2,Low,Open,Test Coverage Miss,21,False,1
Sprint 39,Reports,Charlie,QA2,Medium,In Progress,Test Coverage Miss,15,False,1
Sprint 39,Dashboard,Frank,QA3,Medium,Resolved,Requirement Gap,3,True,4
Sprint 39,Dashboard,Frank,QA3,Medium,In Progress,Environment Issue,12,True,9
Sprint 39,Dashboard,Frank,QA3,Low,In Progress,Test Coverage Miss,28,False,3
Sprint 39,Dashboard,Frank,QA3,Medium,In Progress,Code Issue,13,True,6
Sprint 39,Dashboard,Frank,QA3,Low,Closed,Code Issue,25,True,8
Sprint 40,Authentication,Eve,QA4,High,Resolved,Requirement Gap,24,False,5
Sprint 40,Authentication,Eve,QA4,Medium,In Progress,Environment Issue,20,False,7
Sprint 40,Billing,Alice,QA3,Low,Closed,Environment Issue,6,False,8
Sprint 40,Billing,Alice,QA3,Medium,Open,Requirement Gap,24,False,6
Sprint 40,Billing,Alice,QA3,High,Open,Environment Issue,1,False,6
Sprint 40,Billing,Alice,QA3,Critical,Resolved,Environment Issue,19,True,3
Sprint 40,Billing,Alice,QA3,High,Closed,Environment Issue,19,False,1
Sprint 40,Payments,Bob,QA4,Low,Closed,Test Coverage Miss,10,True,1
Sprint 40,Payments,Bob,QA4,Critical,Closed,Test Coverage Miss,30,True,4
Sprint 40,Payments,Bob,QA4,Medium,Closed,Requirement Gap,28,False,6
Sprint 40,Payments,Bob,QA4,High,In Progress,Test Coverage Miss,6,True,8
Sprint 40,Payments,Bob,QA4,High,Resolved,Environment Issue,10,True,1
Sprint 40,Payments,Bob,QA4,Low,Closed,Environment Issue,16,False,8
Sprint 40,Notifications,Frank,QA1,Critical,Resolved,Requirement Gap,22,False,6
Sprint 40,Notifications,Frank,QA1,High,Open,Code Issue,27,True,6
Sprint 40,Reports,Charlie,QA2,Low,In Progress,Requirement Gap,22,False,9
Sprint 40,Reports,Charlie,QA2,High,Resolved,Requirement Gap,20,False,2
Sprint 40,Reports,Charlie,QA2,Medium,Closed,Code Issue,29,False,8
Sprint 40,Reports,Charlie,QA2,High,Closed,Requirement Gap,5,False,1
Sprint 40,Reports,Charlie,QA2,Critical,In Progress,Requirement Gap,23,False,9
Sprint 40,Reports,Charlie,QA2,Critical,Open,Requirement Gap,23,False,4
Sprint 40,Dashboard,David,QA5,Medium,Resolved,Environment Issue,9,False,1
Sprint 40,Dashboard,David,QA5,High,Open,Requirement Gap,9,True,6
Sprint 40,Dashboard,David,QA5,High,In Progress,Requirement Gap,26,False,10
Sprint 40,Dashboard,David,QA5,Critical,Resolved,Code Issue,6,False,5
Sprint 40,Dashboard,David,QA5,Low,In Progress,Test Coverage Miss,1,True,1
Sprint 40,Dashboard,David,QA5,Low,Open,Code Issue,12,True,2
Sprint 40,Dashboard,David,QA5,Low,In Progress,Requirement Gap,16,False,5
Sprint 41,Authentication,Eve,QA5,Low,Closed,Code Issue,15,True,2
Sprint 41,Authentication,Eve,QA5,Low,Open,Test Coverage Miss,15,True,2
Sprint 41,Authentication,Eve,QA5,Medium,In Progress,Test Coverage Miss,14,False,6
Sprint 41,Authentication,Eve,QA5,High,Resolved,Test Coverage Miss,5,False,10
Sprint 41,Authentication,Eve,QA5,High,Resolved,Environment Issue,25,True,2
Sprint 41,Billing,Charlie,QA5,Medium,In Progress,Requirement Gap,12,False,3
Sprint 41,Billing,Charlie,QA5,Critical,Closed,Code Issue,5,True,6
Sprint 41,Billing,Charlie,QA5,High,Resolved,Code Issue,15,False,7
Sprint 41,Billing,Charlie,QA5,Low,Open,Requirement Gap,19,False,1
Sprint 41,Billing,Charlie,QA5,Medium,Resolved,Environment Issue,7,True,4
Sprint 41,Billing,Charlie,QA5,Medium,Open,Code Issue,25,True,5
Sprint 41,Billing,Charlie,QA5,Critical,Closed,Environment Issue,3,False,1
Sprint 41,Billing,Charlie,QA5,Low,Resolved,Environment Issue,23,False,7
Sprint 41,Billing,Charlie,QA5,High,Resolved,Test Coverage Miss,15,True,1
Sprint 41,Payments,David,QA1,Medium,Resolved,Requirement Gap,11,False,3
Sprint 41,Payments,David,QA1,Critical,In Progress,Test Coverage Miss,28,True,5
Sprint 41,Payments,David,QA1,High,Closed,Requirement Gap,28,True,2
Sprint 41,Notifications,David,QA4,Critical,Open,Test Coverage Miss,20,False,8
Sprint 41,Notifications,David,QA4,High,Closed,Code Issue,8,False,6
Sprint 41,Reports,David,QA5,Medium,In Progress,Code Issue,18,True,6
Sprint 41,Reports,David,QA5,Critical,Open,Environment Issue,21,True,5
Sprint 41,Reports,David,QA5,Low,In Progress,Environment Issue,16,False,9
Sprint 41,Reports,David,QA5,Medium,In Progress,Requirement Gap,27,True,7
Sprint 41,Reports,David,QA5,Critical,Open,Code Issue,11,False,4
Sprint 41,Reports,David,QA5,High,Resolved,Test Coverage Miss,11,False,3
Sprint 41,Reports,David,QA5,Medium,Open,Environment Issue,14,True,5
Sprint 41,Reports,David,QA5,High,In Progress,Test Coverage Miss,4,True,9
Sprint 41,Dashboard,Eve,QA2,High,Open,Environment Issue,18,True,3
Sprint 41,Dashboard,Eve,QA2,Medium,In Progress,Requirement Gap,5,True,4
Sprint 41,Dashboard,Eve,QA2,Critical,Resolved,Code Issue,19,True,5
Sprint 41,Dashboard,Eve,QA2,High,Open,Test Coverage Miss,3,False,5
Sprint 41,Dashboard,Eve,QA2,Critical,Resolved,Code Issue,21,False,9
Sprint 41,Dashboard,Eve,QA2,High,Resolved,Requirement Gap,5,True,1
Sprint 41,Dashboard,Eve,QA2,Critical,Resolved,Code Issue,20,False,7
Sprint 42,Authentication,Alice,QA1,High,In Progress,Test Coverage Miss,29,True,8
Sprint 42,Authentication,Alice,QA1,Critical,Closed,Test Coverage Miss,9,False,5
Sprint 42,Authentication,Alice,QA1,High,Open,Environment Issue,24,False,6
Sprint 42,Authentication,Alice,QA1,Medium,Resolved,Environment Issue,30,True,8
Sprint 42,Authentication,Alice,QA1,Medium,Closed,Test Coverage Miss,11,True,3
Sprint 42,Authentication,Alice,QA1,Critical,Closed,Environment Issue,30,False,6
Sprint 42,Authentication,Alice,QA1,Critical,Open,Environment Issue,7,True,5
Sprint 42,Authentication,Alice,QA1,High,Resolved,Environment Issue,25,False,7
Sprint 42,Authentication,Alice,QA1,Critical,Resolved,Requirement Gap,26,False,2
Sprint 42,Billing,Eve,QA3,Low,Resolved,Code Issue,16,False,7
Sprint 42,Billing,Eve,QA3,High,Closed,Environment Issue,16,True,5
Sprint 42,Billing,Eve,QA3,Low,In Progress,Test Coverage Miss,30,False,3
Sprint 42,Billing,Eve,QA3,Medium,Closed,Test Coverage Miss,10,True,1
Sprint 42,Billing,Eve,QA3,Medium,Closed,Environment Issue,16,False,1
Sprint 42,Billing,Eve,QA3,Low,Resolved,Test Coverage Miss,15,False,6
Sprint 42,Billing,Eve,QA3,Low,In Progress,Requirement Gap,16,False,2
Sprint 42,Payments,Bob,QA2,Medium,Closed,Code Issue,16,False,3
Sprint 42,Payments,Bob,QA2,Critical,Open,Test Coverage Miss,17,False,8
Sprint 42,Notifications,David,QA5,High,Open,Code Issue,3,True,9
Sprint 42,Notifications,David,QA5,Critical,Closed,Test Coverage Miss,10,False,8
Sprint 42,Notifications,David,QA5,Medium,Closed,Requirement Gap,24,True,9
Sprint 42,Notifications,David,QA5,Medium,In Progress,Test Coverage Miss,10,False,8
Sprint 42,Notifications,David,QA5,Low,Resolved,Code Issue,12,False,3
Sprint 42,Notifications,David,QA5,Critical,Resolved,Code Issue,21,False,6
Sprint 42,Notifications,David,QA5,Medium,Closed,Test Coverage Miss,27,False,3
Sprint 42,Notifications,David,QA5,Low,In Progress,Code Issue,20,True,5
Sprint 42,Notifications,David,QA5,High,Resolved,Test Coverage Miss,17,False,9
Sprint 42,Reports,Alice,QA5,Medium,In Progress,Code Issue,11,True,8
Sprint 42,Reports,Alice,QA5,Low,Closed,Environment Issue,6,False,7
Sprint 42,Reports,Alice,QA5,Medium,Resolved,Code Issue,14,False,4
Sprint 42,Reports,Alice,QA5,Medium,Open,Requirement Gap,6,False,6
Sprint 42,Reports,Alice,QA5,Critical,Closed,Test Coverage Miss,4,False,8
Sprint 42,Dashboard,Eve,QA1,High,Closed,Requirement Gap,20,False,2
Sprint 42,Dashboard,Eve,QA1,High,Resolved,Code Issue,17,True,10
Sprint 42,Dashboard,Eve,QA1,Medium,In Progress,Requirement Gap,10,True,2
Sprint 42,Dashboard,Eve,QA1,Critical,Open,Code Issue,3,False,9
Sprint 42,Dashboard,Eve,QA1,High,Open,Requirement Gap,9,True,4
Sprint 42,Dashboard,Eve,QA1,High,Open,Test Coverage Miss,5,False,9
Sprint 43,Authentication,Alice,QA3,Critical,In Progress,Requirement Gap,6,False,6
Sprint 43,Authentication,Alice,QA3,Low,In Progress,Test Coverage Miss,7,False,1
Sprint 43,Authentication,Alice,QA3,Medium,Open,Environment Issue,1,False,2
Sprint 43,Authentication,Alice,QA3,Medium,Closed,Environment Issue,27,True,2
Sprint 43,Authentication,Alice,QA3,High,Resolved,Environment Issue,13,True,6
Sprint 43,Authentication,Alice,QA3,Low,In Progress,Requirement Gap,9,False,5
Sprint 43,Authentication,Alice,QA3,Medium,Resolved,Test Coverage Miss,4,False,7
Sprint 43,Authentication,Alice,QA3,Medium,In Progress,Environment Issue,21,True,7
Sprint 43,Billing,Charlie,QA4,Medium,Closed,Test Coverage Miss,26,True,3
Sprint 43,Billing,Charlie,QA4,High,Open,Code Issue,25,False,10
Sprint 43,Billing,Charlie,QA4,Low,In Progress,Requirement Gap,3,False,6
Sprint 43,Billing,Charlie,QA4,Medium,Closed,Test Coverage Miss,5,True,7
Sprint 43,Billing,Charlie,QA4,High,Closed,Code Issue,17,False,6
Sprint 43,Billing,Charlie,QA4,Low,In Progress,Test Coverage Miss,23,False,10
Sprint 43,Billing,Charlie,QA4,Critical,Open,Requirement Gap,20,False,6
Sprint 43,Billing,Charlie,QA4,Low,Closed,Requirement Gap,6,True,10
Sprint 43,Billing,Charlie,QA4,Medium,Open,Code Issue,10,False,4
Sprint 43,Billing,Charlie,QA4,Critical,Closed,Test Coverage Miss,22,False,4
Sprint 43,Payments,Eve,QA1,High,Closed,Environment Issue,20,False,8
Sprint 43,Payments,Eve,QA1,High,Closed,Code Issue,13,False,5
Sprint 43,Payments,Eve,QA1,High,Closed,Code Issue,18,True,6
Sprint 43,Payments,Eve,QA1,High,Closed,Code Issue,8,True,1
Sprint 43,Payments,Eve,QA1,Critical,Open,Test Coverage Miss,24,False,5
Sprint 43,Payments,Eve,QA1,Medium,Open,Requirement Gap,3,False,10
Sprint 43,Payments,Eve,QA1,Medium,Closed,Environment Issue,1,False,3
Sprint 43,Payments,Eve,QA1,Low,In Progress,Code Issue,7,False,3
Sprint 43,Notifications,Frank,QA1,Critical,Open,Requirement Gap,30,False,2
Sprint 43,Notifications,Frank,QA1,Low,Closed,Code Issue,18,True,10
Sprint 43,Notifications,Frank,QA1,Medium,In Progress,Environment Issue,20,False,6
Sprint 43,Notifications,Frank,QA1,High,Closed,Test Coverage Miss,27,True,6
Sprint 43,Notifications,Frank,QA1,Critical,In Progress,Environment Issue,19,False,1
Sprint 43,Reports,Frank,QA5,Medium,Closed,Code Issue,5,False,5
Sprint 43,Reports,Frank,QA5,Medium,Closed,Test Coverage Miss,15,False,7
Sprint 43,Reports,Frank,QA5,Low,Resolved,Code Issue,8,False,9
Sprint 43,Reports,Frank,QA5,Medium,Closed,Requirement Gap,1,True,8
Sprint 43,Reports,Frank,QA5,Critical,Open,Requirement Gap,15,True,2
Sprint 43,Reports,Frank,QA5,Medium,In Progress,Test Coverage Miss,24,True,8
Sprint 43,Reports,Frank,QA5,Medium,Resolved,Requirement Gap,28,False,4
Sprint 43,Dashboard,Alice,QA3,Low,Closed,Requirement Gap,5,False,3
Sprint 43,Dashboard,Alice,QA3,Low,Closed,Requirement Gap,16,True,7
Sprint 43,Dashboard,Alice,QA3,Medium,Open,Test Coverage Miss,23,True,5
Sprint 43,Dashboard,Alice,QA3,High,Closed,Test Coverage Miss,6,False,10
Sprint 43,Dashboard,Alice,QA3,Low,Resolved,Environment Issue,5,True,9
Sprint 43,Dashboard,Alice,QA3,Medium,Closed,Environment Issue,9,True,8
Sprint 43,Dashboard,Alice,QA3,High,Closed,Test Coverage Miss,29,True,9
Sprint 43,Dashboard,Alice,QA3,Low,In Progress,Code Issue,4,False,5
Sprint 44,Authentication,David,QA3,Critical,In Progress,Code Issue,11,False,2
Sprint 44,Authentication,David,QA3,Low,Closed,Requirement Gap,13,False,9
Sprint 44,Authentication,David,QA3,High,In Progress,Code Issue,21,False,8
Sprint 44,Authentication,David,QA3,Low,Open,Code Issue,3,False,5
Sprint 44,Authentication,David,QA3,Medium,Closed,Code Issue,3,False,6
Sprint 44,Authentication,David,QA3,Critical,Resolved,Requirement Gap,26,True,10
Sprint 44,Authentication,David,QA3,Critical,Resolved,Environment Issue,25,True,5
Sprint 44,Authentication,David,QA3,Critical,In Progress,Code Issue,1,False,5
Sprint 44,Billing,Frank,QA3,High,Resolved,Environment Issue,18,False,10
Sprint 44,Billing,Frank,QA3,Medium,Closed,Code Issue,1,True,1
Sprint 44,Billing,Frank,QA3,Critical,Open,Requirement Gap,18,True,4
Sprint 44,Billing,Frank,QA3,Medium,Closed,Environment Issue,16,False,7
Sprint 44,Billing,Frank,QA3,Critical,Resolved,Test Coverage Miss,25,True,10
Sprint 44,Billing,Frank,QA3,High,Closed,Code Issue,26,True,3
Sprint 44,Billing,Frank,QA3,Medium,Open,Code Issue,26,True,10
Sprint 44,Billing,Frank,QA3,High,In Progress,Requirement Gap,15,True,10
Sprint 44,Billing,Frank,QA3,High,In Progress,Requirement Gap,5,False,9
Sprint 44,Payments,Bob,QA4,High,Closed,Code Issue,29,True,10
Sprint 44,Payments,Bob,QA4,High,Resolved,Environment Issue,30,True,3
Sprint 44,Payments,Bob,QA4,Critical,Open,Code Issue,6,False,8
Sprint 44,Payments,Bob,QA4,Low,Closed,Code Issue,16,False,4
Sprint 44,Payments,Bob,QA4,Critical,Open,Requirement Gap,2,False,5
Sprint 44,Payments,Bob,QA4,High,Closed,Test Coverage Miss,9,False,8
Sprint 44,Notifications,Charlie,QA2,High,Open,Test Coverage Miss,14,True,6
Sprint 44,Notifications,Charlie,QA2,Critical,Resolved,Requirement Gap,30,True,9
Sprint 44,Notifications,Charlie,QA2,Medium,Closed,Code Issue,19,False,2
Sprint 44,Notifications,Charlie,QA2,Critical,Closed,Environment Issue,28,True,10
Sprint 44,Notifications,Charlie,QA2,Low,Closed,Code Issue,20,True,10
Sprint 44,Reports,Eve,QA5,High,Resolved,Code Issue,22,True,3
Sprint 44,Reports,Eve,QA5,Critical,Resolved,Environment Issue,1,False,1
Sprint 44,Reports,Eve,QA5,Critical,Open,Code Issue,5,False,4
Sprint 44,Dashboard,Bob,QA5,High,Open,Requirement Gap,27,True,3
Sprint 44,Dashboard,Bob,QA5,Critical,Closed,Requirement Gap,3,True,9
Sprint 44,Dashboard,Bob,QA5,Medium,Closed,Requirement Gap,1,False,1
Sprint 44,Dashboard,Bob,QA5,Medium,In Progress,Environment Issue,7,True,7
Sprint 44,Dashboard,Bob,QA5,Low,Open,Environment Issue,11,True,10
Sprint 44,Dashboard,Bob,QA5,Low,Closed,Code Issue,15,True,1
Sprint 45,Authentication,Charlie,QA5,High,Resolved,Environment Issue,4,True,10
Sprint 45,Authentication,Charlie,QA5,High,In Progress,Test Coverage Miss,5,False,4
Sprint 45,Authentication,Charlie,QA5,Low,Closed,Environment Issue,21,False,10
Sprint 45,Authentication,Charlie,QA5,High,Closed,Requirement Gap,30,False,5
Sprint 45,Authentication,Charlie,QA5,High,Resolved,Code Issue,2,False,1
Sprint 45,Authentication,Charlie,QA5,Medium,In Progress,Test Coverage Miss,1,True,6
Sprint 45,Authentication,Charlie,QA5,Medium,Closed,Environment Issue,1,True,8
Sprint 45,Authentication,Charlie,QA5,Low,Resolved,Test Coverage Miss,11,True,10
Sprint 45,Authentication,Charlie,QA5,Critical,In Progress,Test Coverage Miss,17,True,6
Sprint 45,Billing,Eve,QA2,Low,In Progress,Test Coverage Miss,16,False,6
Sprint 45,Billing,Eve,QA2,Critical,In Progress,Environment Issue,5,True,3
Sprint 45,Billing,Eve,QA2,Critical,In Progress,Environment Issue,13,False,1
Sprint 45,Billing,Eve,QA2,Low,Resolved,Requirement Gap,4,False,10
Sprint 45,Billing,Eve,QA2,Critical,In Progress,Code Issue,18,False,6
Sprint 45,Billing,Eve,QA2,High,Open,Environment Issue,26,False,8
Sprint 45,Billing,Eve,QA2,Medium,In Progress,Environment Issue,2,True,9
Sprint 45,Payments,Alice,QA4,Medium,Resolved,Requirement Gap,1,False,6
Sprint 45,Payments,Alice,QA4,Critical,In Progress,Environment Issue,20,False,5
Sprint 45,Payments,Alice,QA4,Low,Resolved,Code Issue,2,True,5
Sprint 45,Payments,Alice,QA4,Low,Closed,Requirement Gap,3,True,10
Sprint 45,Payments,Alice,QA4,Low,Closed,Test Coverage Miss,25,True,1
Sprint 45,Payments,Alice,QA4,Medium,Closed,Test Coverage Miss,4,True,2
Sprint 45,Notifications,David,QA5,High,Open,Requirement Gap,29,False,2
Sprint 45,Notifications,David,QA5,High,Resolved,Test Coverage Miss,7,True,5
Sprint 45,Reports,Charlie,QA2,High,Closed,Code Issue,8,True,6
Sprint 45,Reports,Charlie,QA2,Critical,Open,Code Issue,21,False,6
Sprint 45,Reports,Charlie,QA2,Critical,Resolved,Code Issue,10,False,4
Sprint 45,Dashboard,Alice,QA4,Critical,Resolved,Code Issue,7,False,3
Sprint 45,Dashboard,Alice,QA4,Medium,Resolved,Requirement Gap,10,True,9
Sprint 46,Authentication,Charlie,QA1,Medium,Open,Code Issue,18,True,2
Sprint 46,Authentication,Charlie,QA1,Medium,Resolved,Environment Issue,26,False,3
Sprint 46,Authentication,Charlie,QA1,Critical,Open,Requirement Gap,26,True,1
Sprint 46,Authentication,Charlie,QA1,High,In Progress,Environment Issue,22,False,6
Sprint 46,Billing,Alice,QA1,High,In Progress,Code Issue,7,True,3
Sprint 46,Billing,Alice,QA1,High,In Progress,Environment Issue,30,True,7
Sprint 46,Payments,Charlie,QA2,Low,Open,Test Coverage Miss,20,False,1
Sprint 46,Payments,Charlie,QA2,High,Resolved,Code Issue,24,False,7
Sprint 46,Payments,Charlie,QA2,High,Open,Requirement Gap,13,False,10
Sprint 46,Notifications,Bob,QA1,High,Resolved,Test Coverage Miss,14,True,9
Sprint 46,Notifications,Bob,QA1,Low,In Progress,Environment Issue,29,False,5
Sprint 46,Notifications,Bob,QA1,Critical,In Progress,Requirement Gap,14,False,8
Sprint 46,Notifications,Bob,QA1,Low,In Progress,Environment Issue,29,True,2
Sprint 46,Notifications,Bob,QA1,Critical,Resolved,Code Issue,11,True,1
Sprint 46,Notifications,Bob,QA1,Medium,In Progress,Code Issue,5,False,5
Sprint 46,Notifications,Bob,QA1,Critical,Closed,Code Issue,28,True,9
Sprint 46,Reports,David,QA2,Medium,In Progress,Environment Issue,16,True,3
Sprint 46,Reports,David,QA2,Critical,Closed,Test Coverage Miss,21,False,1
Sprint 46,Reports,David,QA2,Medium,Closed,Environment Issue,6,False,10
Sprint 46,Reports,David,QA2,Medium,Closed,Requirement Gap,28,True,6
Sprint 46,Dashboard,Charlie,QA3,Low,Resolved,Test Coverage Miss,21,False,2
Sprint 46,Dashboard,Charlie,QA3,High,Resolved,Requirement Gap,19,True,8
Sprint 46,Dashboard,Charlie,QA3,Medium,Open,Code Issue,29,False,4
Sprint 46,Dashboard,Charlie,QA3,Critical,Closed,Test Coverage Miss,12,True,7
Sprint 46,Dashboard,Charlie,QA3,Low,In Progress,Environment Issue,3,True,8
Sprint 46,Dashboard,Charlie,QA3,High,In Progress,Requirement Gap,9,False,9
Sprint 46,Dashboard,Charlie,QA3,High,In Progress,Environment Issue,9,True,7
Sprint 46,Dashboard,Charlie,QA3,High,Closed,Environment Issue,29,True,9
Sprint 47,Authentication,Alice,QA3,Critical,Resolved,Test Coverage Miss,2,True,3
Sprint 47,Authentication,Alice,QA3,Low,Resolved,Requirement Gap,9,False,8
Sprint 47,Billing,Frank,QA1,Low,In Progress,Test Coverage Miss,22,True,4
Sprint 47,Billing,Frank,QA1,High,Closed,Test Coverage Miss,27,False,4
Sprint 47,Billing,Frank,QA1,Critical,Resolved,Requirement Gap,16,True,3
Sprint 47,Billing,Frank,QA1,Medium,Open,Code Issue,10,False,2
Sprint 47,Billing,Frank,QA1,Low,Resolved,Test Coverage Miss,23,False,7
Sprint 47,Payments,Frank,QA5,High,Resolved,Environment Issue,27,True,8
Sprint 47,Payments,Frank,QA5,Medium,Open,Requirement Gap,17,False,9
Sprint 47,Payments,Frank,QA5,Low,In Progress,Test Coverage Miss,23,False,2
Sprint 47,Payments,Frank,QA5,High,In Progress,Code Issue,25,True,8
Sprint 47,Payments,Frank,QA5,Medium,Closed,Code Issue,26,False,3
Sprint 47,Payments,Frank,QA5,Critical,Closed,Code Issue,10,True,7
Sprint 47,Notifications,Frank,QA2,Low,Open,Test Coverage Miss,11,False,10
Sprint 47,Notifications,Frank,QA2,Low,Open,Requirement Gap,28,True,1
Sprint 47,Notifications,Frank,QA2,Medium,In Progress,Test Coverage Miss,19,False,10
Sprint 47,Notifications,Frank,QA2,Critical,Open,Code Issue,9,True,7
Sprint 47,Notifications,Frank,QA2,Critical,Closed,Code Issue,7,True,8
Sprint 47,Notifications,Frank,QA2,Medium,Closed,Environment Issue,23,True,6
Sprint 47,Notifications,Frank,QA2,High,In Progress,Code Issue,4,False,6
Sprint 47,Notifications,Frank,QA2,Critical,Resolved,Code Issue,29,False,8
Sprint 47,Notifications,Frank,QA2,Critical,Resolved,Requirement Gap,3,True,9
Sprint 47,Notifications,Frank,QA2,Medium,Open,Test Coverage Miss,12,False,10
Sprint 47,Reports,Frank,QA2,High,In Progress,Environment Issue,8,True,1
Sprint 47,Reports,Frank,QA2,Low,Open,Test Coverage Miss,2,True,8
Sprint 47,Reports,Frank,QA2,Low,Closed,Environment Issue,9,True,7
Sprint 47,Reports,Frank,QA2,Critical,Resolved,Test Coverage Miss,11,False,7
Sprint 47,Reports,Frank,QA2,High,Resolved,Environment Issue,19,False,4
Sprint 47,Reports,Frank,QA2,High,In Progress,Code Issue,21,True,8
Sprint 47,Reports,Frank,QA2,Low,Open,Requirement Gap,9,True,1
Sprint 47,Reports,Frank,QA2,High,Open,Requirement Gap,27,False,5
Sprint 47,Reports,Frank,QA2,Medium,Resolved,Requirement Gap,10,False,5
Sprint 47,Dashboard,Charlie,QA1,Critical,Resolved,Test Coverage Miss,14,True,4
Sprint 47,Dashboard,Charlie,QA1,Low,Closed,Requirement Gap,7,True,5
Sprint 47,Dashboard,Charlie,QA1,Medium,Resolved,Requirement Gap,20,True,10
Sprint 47,Dashboard,Charlie,QA1,High,Closed,Environment Issue,2,True,3
Sprint 47,Dashboard,Charlie,QA1,Critical,Closed,Requirement Gap,25,False,4
Sprint 47,Dashboard,Charlie,QA1,High,Resolved,Code Issue,18,True,10
Sprint 47,Dashboard,Charlie,QA1,Critical,Resolved,Environment Issue,17,True,5
Sprint 47,Dashboard,Charlie,QA1,High,Open,Code Issue,6,True,7
Sprint 47,Dashboard,Charlie,QA1,Medium,In Progress,Environment Issue,17,False,6
Sprint 48,Authentication,Bob,QA2,Low,Resolved,Test Coverage Miss,2,True,4
Sprint 48,Authentication,Bob,QA2,High,Resolved,Environment Issue,16,True,6
Sprint 48,Authentication,Bob,QA2,Medium,Closed,Requirement Gap,6,False,2
Sprint 48,Authentication,Bob,QA2,Medium,Open,Code Issue,27,False,7
